depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,lineage_5,lineage_6,lineage_4,DOXORUBICIN (GDSC1:133),PEVONEDISTAT (GDSC1:1529)
ACH-000956,22RV1,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,,,,0.4735572520485481,0.9430525666032328
ACH-000060,PANC1005,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,0.6192489485800956,0.9835721309361188
ACH-000139,PANC0327,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,0.4745394332578529,0.7826484291297344
ACH-000417,PANC0813,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,0.8406134550805808,
ACH-000042,PANC0203,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,0.8137110710221851,
ACH-000943,RKO,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,MSI,,0.4375268371060417,0.5634760133908792
ACH-000819,LN18,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.6942538992174214,0.9066580487774212
ACH-000595,LN229,CNS/Brain,Diffuse Glioma,Glioblastoma,Glioblastoma,,,0.7550292747721725,0.808617821319698
ACH-000081,GDM1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,,,0.7203575331037753,0.9663486532843134
ACH-000104,LOUCY,Lymphoid,Non-Hodgkin Lymphoma,Adult T-Cell Leukemia/Lymphoma,T-cell,,,0.3981217879149437,0.9684254135430768
ACH-001498,FARAGE,Lymphoid,Non-Hodgkin Lymphoma,Germinal Center B-Cell Type,B-cell,,,0.4232268425287253,0.8213407947780837
ACH-000263,KASUMI1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,M2,,,,0.7577246305136949
ACH-000012,HCC827,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.8668075110152169,0.9932705253637872
ACH-000115,VCAP,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,,,,0.7531971944262891,0.7687635447670051
ACH-000664,SUDHL1,Lymphoid,Non-Hodgkin Lymphoma,Anaplastic Large-Cell Lymphoma ALK Positive,T-cell ALCL,,,0.5455874878376878,
ACH-000365,SUDHL4,Lymphoid,Non-Hodgkin Lymphoma,"Diffuse Large B-Cell Lymphoma, NOS",DLBCL,,,0.7743730581371273,0.8903281292995342
ACH-000611,SUDHL6,Lymphoid,Non-Hodgkin Lymphoma,"Diffuse Large B-Cell Lymphoma, NOS",DLBCL,,,0.6474638873750699,
ACH-000271,SUDHL10,Lymphoid,Non-Hodgkin Lymphoma,"Diffuse Large B-Cell Lymphoma, NOS",DLBCL,,,,0.965079718850758
ACH-000287,NUDUL1,Lymphoid,Non-Hodgkin Lymphoma,Activated B-cell Type,DLBCL,,,0.473278816110518,0.915464870878774
ACH-000900,NCIH23,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.8117414588318633,0.7893154208913506
ACH-000510,NCIH1299,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,NSCLC Large Cell,,,0.5340698046511416,0.916122177462398
ACH-001136,NCIH187,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.8719989761246847,0.9937060526441436
ACH-000860,NCIH358,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.507361550232794,0.9636318548329742
ACH-000343,NCIH522,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.5370430708360064,0.972102122479718
ACH-000775,NCIH727,Lung,Lung Neuroendocrine Tumor,Lung Carcinoid,,,,0.5380628246392897,0.9750343205019144
ACH-000789,NCIH810,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,NSCLC Large Cell,,,0.3942880208490832,0.7212533981261696
ACH-000980,NCIH1155,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,NSCLC Large Cell,,,0.8928546474827207,0.9144015729024936
ACH-000648,NCIH28,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",,,,0.9358549060288646,
ACH-000752,NCIH196,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.9154138615134704,0.7311347496069756
ACH-000639,NCIH211,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.5916110084181935,0.9775868653468368
ACH-000367,NCIH226,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",NSCLC Squamous,,,0.7839361771914334,
ACH-000816,NCIH524,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.9784790995489452,0.9543921729279948
ACH-000378,NCIH647,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,NSCLC Adenosquamous,,,0.7048326765990096,
ACH-000945,NCIH650,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.7233089163941017,
ACH-000416,NCIH838,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.8149203345300006,0.5779376254213253
ACH-000292,NCIH841,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.8633461719266371,0.7612463103410692
ACH-001365,NCIH847,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.6642778468257802,0.4987581175213242
ACH-000866,NCIH1048,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.6586412190640174,0.9573737067307332
ACH-000514,NCIH1092,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.8544571277631877,0.9126072131766468
ACH-000780,NCIH1105,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,,0.9474677281435204
ACH-000129,NCIH1341,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,,0.8536634880757732
ACH-000666,NCIH1355,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.6330838527524469,0.8756280383806012
ACH-000327,NCIH1395,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.9524234621648802,0.8917521760621225
ACH-001591,NCIH1417,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.8119677725209695,
ACH-000852,NCIH1435,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.8440611125498041,0.9470488585409056
ACH-000589,NCIH1437,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.6003108568350043,
ACH-000892,NCIH1563,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.7987517091794694,
ACH-000869,NCIH1568,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.6128249082579512,0.906269957076411
ACH-000015,NCIH1581,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,NSCLC Large Cell,,,0.925787206125018,0.967179222778656
ACH-000916,NCIH1573,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.9643231129510916,0.9114991304996642
ACH-000744,NCIH1623,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.8505360151636328,0.848300117905052
ACH-000766,NCIH1648,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.6509076303974649,0.747159411992917
ACH-000893,NCIH1651,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.4460986074801759,0.8976977690651986
ACH-000448,NCIH1666,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.9316731895007284,0.9948788347116616
ACH-000021,NCIH1693,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.762535730934087,0.9841456718837418
ACH-000431,NCIH1694,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.6883459077302654,
ACH-000747,NCIH1703,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,0.6974580149231163,0.6734166786038928
ACH-000675,NCIH1734,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.5623108957835982,
ACH-001362,NCIH1770,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,,,,0.6932343006238857,
ACH-000379,NCIH1781,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.4978999675947685,
ACH-000496,NCIH1792,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.8086132574798498,0.9925545651518808
ACH-000888,NCIH1793,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.8566099944921617,0.9591253750712928
ACH-000559,NCIH1836,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.9151008221167194,0.986118199285784
ACH-000733,NCIH1838,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.8141073741262685,0.935207466018518
ACH-000894,NCIH1869,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,0.947136130280274,0.9608327795979846
ACH-000586,NCIH1876,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.7016931943569555,
ACH-000434,NCIH1915,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,NSCLC Large Cell,,,0.9101694442173364,0.9735234438682
ACH-000587,NCIH1975,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.56422498303225,0.975879865163518
ACH-000886,NCIH2009,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.5791216841625245,0.8878818247561293
ACH-000781,NCIH2023,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.7795908424356092,0.8440912933951835
ACH-000521,NCIH2030,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.5021262974565817,0.7315779872636438
ACH-000153,NCIH2052,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Sarcomatoid Type",,,,0.6791178543511118,
ACH-000727,NCIH2066,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,,0.902207234394063
ACH-000394,NCIH2081,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.7594802380423081,0.9068663177076746
ACH-000841,NCIH2087,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.5307694925410447,
ACH-000929,NCIH2110,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,,,,0.2868094244446857,0.8039279861929174
ACH-001363,NCIH2135,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,,,,0.7462958463724751,0.977440367729848
ACH-001138,NCIH2141,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.8741664390279709,
ACH-000481,NCIH2170,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,0.6617438942748531,0.8653257308159087
ACH-000525,NCIH2171,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.7899332665218233,
ACH-000924,NCIH2172,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,,,,0.7635929849099994,0.9767540722904916
ACH-000399,NCIH2196,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.7854984969694565,
ACH-000447,NCIH2228,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.3991228046882457,
ACH-000718,NCIH2291,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.98224585549418,0.8906484354451341
ACH-000951,NCIH2342,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.5163214500809307,0.9916380488304508
ACH-000875,NCIH2347,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.6914527298910945,0.8372267388924134
ACH-000121,NCIH2405,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.7590413328573761,0.9489241073423926
ACH-000186,NCIH2444,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,,,,0.9822536636863544,0.993403502168954
ACH-000092,NCIH2452,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",,,,0.9290759511574732,0.9510053367023664
ACH-000932,SNU1,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,,,0.5901914188508443,0.9477550732121236
ACH-000581,SNU16,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,,,0.9883279801645264,0.9615914553814104
ACH-001417,UMC11,Lung,Lung Neuroendocrine Tumor,Lung Carcinoid,,,,0.8443643970916329,0.9464771095872978
ACH-001599,NCIH64,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.6598360745735469,
ACH-000729,NCIH1963,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.8412798841691276,
ACH-000311,NCIH2122,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.5000969668556373,
ACH-000135,HS940T,Fibroblast,Non-Cancerous,"Fibroblast, Skin",,,,0.6301984835052585,0.8967065655805512
ACH-000441,SH4,Skin,Melanoma,Melanoma,,,,0.6441284898229994,0.8273678916907787
ACH-000772,TE441T,Soft Tissue,Rhabdomyosarcoma,Rhabdomyosarcoma,,CIC_DUX4,,0.6160125899014582,
ACH-000008,A101D,Skin,Melanoma,Melanoma,,,,0.4824010933701387,
ACH-001442,A388,Skin,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,,,,0.5059646513490884,
ACH-001341,DOTC24510,Cervix,Mixed Cervical Carcinoma,Mixed Cervical Carcinoma,,,,0.4803837361384872,
ACH-000050,NCIH929,Lymphoid,Non-Hodgkin Lymphoma,Plasma Cell Myeloma,Plasmacytoma,,,,0.9938200107844132
ACH-001024,CHL1,Skin,Melanoma,Melanoma,,,,0.4449179468743227,0.9219683027305474
ACH-000293,KLE,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,,,,0.7389046162907111,0.9770797935667208
ACH-000679,OE19,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,Laryngeal,,,0.6498683212023144,0.9273056589302672
ACH-000544,OE21,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,,,0.7653399687184949,
ACH-000911,NUGC3,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,,,0.5368930169598254,0.7964872213354751
ACH-000750,LOXIMVI,Skin,Melanoma,Melanoma,,,,0.831437693126011,0.7192689729377694
ACH-000696,OVCAR8,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,High Grade Serous,,,0.5466980812239512,
ACH-000827,WM793,Skin,Melanoma,Melanoma,,,,0.4458943149136539,0.7224639184843491
ACH-000579,UACC257,Skin,Melanoma,Melanoma,,,,0.8245847016953051,0.980060192918784
ACH-000858,KNS62,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,,0.8196674195765052
ACH-000647,TE1,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,,,0.5982752368534302,0.898839858782453
ACH-000204,LP1,Lymphoid,Non-Hodgkin Lymphoma,Plasma Cell Myeloma,,,,0.9948595848371248,0.9886603830909758
ACH-000814,HS939T,Skin,Melanoma,Melanoma,,,,0.7268047649238458,0.9293450953177018
ACH-002253,JSC1,Lymphoid,Non-Hodgkin Lymphoma,Primary Effusion Lymphoma,B-cell Primary Effusion,,,0.5173122090054111,0.8567008568427732
ACH-000193,KARPAS620,Lymphoid,Non-Hodgkin Lymphoma,Plasma Cell Myeloma,,,,0.8213903966888191,0.9942010689519178
ACH-000625,HEP3B217,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,,,,0.5067849320124193,0.9137326584873616
ACH-000437,SW1088,CNS/Brain,Diffuse Glioma,Astrocytoma,Astrocytoma,,,0.8435779174812507,0.9911013701559692
ACH-000355,NCIH82,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.9247203024234528,0.9389018938399898
ACH-000178,HS766T,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Exocrine Adenocarcinoma,,,0.9942334590286496,
ACH-000396,J82,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder Transitional Cell,,,0.4382024706260541,0.9818990345017828
ACH-000149,SKNSH,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,,,,0.5703276495629921,
ACH-000940,AN3CA,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,,,,0.553849943029117,0.8973229910563659
ACH-000939,SKUT1,Uterus,Uterine Sarcoma/Mesenchymal,Uterine Leiomyosarcoma,,,,0.3904842889660992,0.6462862771679831
ACH-001400,SW954,Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,,,,0.4736404605683853,0.793087618302238
ACH-000358,NCIH69,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.8229558238037674,0.8467456635438855
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",ERneg HER2neg,Basal B,,,0.8450899091996676
ACH-000258,DU4475,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERneg HER2neg,Luminal HER2 Amp,,0.2889124923011428,0.553793836288603
ACH-001358,MDAMB330,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,,,,0.8131674802042997,0.8957035525108499
ACH-000883,SW1783,CNS/Brain,Diffuse Glioma,Anaplastic Astrocytoma,Astrocytoma,,,0.6545934487584114,
ACH-000573,MDAMB436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",ERneg HER2neg,Basal B,,0.9049761617855182,0.8802757901973626
ACH-000910,MDAMB453,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERneg HER2neg,HER2 Amp,,0.9269427484803008,0.9571848400489654
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERneg HER2neg,Basal A,,0.5995177128211496,0.7841190914710076
ACH-000147,T47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERpos HER2neg,Luminal,,0.8069705646423164,0.9868208065481276
ACH-000067,HS683,CNS/Brain,Diffuse Glioma,Oligodendroglioma,Oligodendroglioma,,,0.6984055329959165,
ACH-000075,U87MG,CNS/Brain,Diffuse Glioma,Glioblastoma,Astrocytoma,,,0.7685239038844298,0.8711328505577518
ACH-001529,JAR,Uterus,Gestational Trophoblastic Disease,Choriocarcinoma,,,,0.8857171635602609,0.9696162148148127
ACH-002245,HS445,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,,,,0.4571962350483666,0.8687725177700942
ACH-000389,H4,CNS/Brain,Diffuse Glioma,Astrocytoma,,,,0.6211867220396539,0.7671918658929217
ACH-000040,U118MG,CNS/Brain,Diffuse Glioma,Astrocytoma,Astrocytoma,,,0.8732764379147164,0.9230414099559996
ACH-000800,NCIH446,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.9378145060395896,
ACH-000506,NCIH146,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,,0.8702869377737222
ACH-000638,NCIH441,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.5309710676604334,0.8896756680422222
ACH-000463,NCIH460,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,NSCLC Large Cell,,,0.2966132294684247,0.9725308807401596
ACH-000628,NCIH596,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,NSCLC Adenosquamous,,,0.6532080973096079,0.9945369118652594
ACH-001364,NCIH345,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,,,0.9096804962195107,
ACH-000395,NCIH520,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,0.8050450653570745,0.9889103246818902
ACH-000853,NCIH661,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,NSCLC Large Cell,,,0.5295592212818228,0.927081590615492
ACH-000055,D283MED,CNS/Brain,Embryonal Tumor,Medulloblastoma,Med Group 3,MYC Exp,,0.7844724971342902,0.9449989781072894
ACH-000211,DAOY,CNS/Brain,Embryonal Tumor,Medulloblastoma,,Non MYC,,0.3217269118176246,0.6782256928735108
ACH-000536,BT20,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERneg HER2neg,Basal A,,0.9253538165434902,0.9615803705056228
ACH-000242,RT4,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder Transitional Cell,,,0.9306907406673786,0.9739768713928056
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERpos HER2pos,HER2 Amp,,0.9049387070341204,
ACH-000783,CAMA1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ERpos HER2neg,Luminal,,0.7028806764039475,0.9000970232102348
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERpos HER2neg,Luminal,,0.2849809081898104,0.7839099905418341
ACH-000621,MDAMB157,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERneg HER2neg,Basal B,,0.8506081927568145,0.8611768358116576
ACH-000759,MDAMB175VII,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ERpos HER2neg,HER2 Amp,,0.921062674111526,0.9331676449573458
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERneg HER2neg,Basal B,,0.9084122592379956,0.9377574393978492
ACH-000934,MDAMB361,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ERpos HER2pos,HER2 Amp,,0.8163227344637136,0.8826196412014736
ACH-001333,C33A,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,,,0.5187352929981801,0.7208368841090107
ACH-001525,HT3,Cervix,Cervical Adenocarcinoma,Cervical Adenocarcinoma,,,,0.697841097469356,0.7337205882425385
ACH-001359,ME180,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,,,0.6579046454773227,0.7772931701311673
ACH-001360,MS751,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,,,0.8228468887463773,0.7246877078132128
ACH-000556,SIHA,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,,,,0.996205347014366,0.7508403057336321
ACH-001530,JEG3,Uterus,Gestational Trophoblastic Disease,Choriocarcinoma,,,,0.6909110660595628,
ACH-000552,HT29,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,0.5567536382498306,0.9062631118607322
ACH-000400,SKCO1,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,,,0.7010160862445587,0.9275279896322042
ACH-000018,T24,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,,,0.7728168595337026,0.768956195348058
ACH-000740,A253,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,Salivary Gland,,,0.5422793068993631,0.9331892158579944
ACH-000846,FADU,Head and Neck,Head and Neck Squamous Cell Carcinoma,Hypopharynx Squamous Cell Carcinoma,,,,0.6572816756202848,
ACH-000555,A498,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,,,0.8976854925628217,0.8064687230615728
ACH-000429,A704,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,,,,0.8968804287468866,0.9837174850568196
ACH-000433,CAKI1,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,Clear Cell,,,0.7225218483917135,0.9770736882202612
ACH-000720,TCCSUP,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder Transitional Cell,,,0.85867337501612,0.9771511513832224
ACH-000361,SKHEP1,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,,,,0.4645941483380579,0.7044168150694022
ACH-000392,CALU3,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.5611130664076589,0.904130485932184
ACH-000264,CALU6,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,,,0.7964912396532537,0.8894444502288973
ACH-000309,SKLU1,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,NSCLC Adenocarcinoma,,,0.4558412200448164,0.9222318693919596
ACH-000665,SKMES1,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,0.5251627436253503,0.9465930816486154
ACH-000669,SW900,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,NSCLC Squamous,,,0.7031875599226619,0.9290576623776852
ACH-001064,EB2,Lymphoid,Non-Hodgkin Lymphoma,Burkitt Lymphoma,B-cell Burkitt,,,0.4290624668464493,0.9174895451359486
ACH-000322,HT144,Skin,Melanoma,Melanoma,,,,0.3566578150883401,0.9784516930051032
ACH-000987,MEWO,Skin,Melanoma,Cutaneous Melanoma,,,,0.9654170826131928,0.919111139215416
ACH-000348,RPMI7951,Skin,Melanoma,Melanoma,,,,0.6888220743563976,
ACH-001190,SKMEL2,Skin,Melanoma,Melanoma,,,,0.7170060531698639,0.8388184089577598
ACH-000423,SKMEL3,Skin,Melanoma,Cutaneous Melanoma,,,,0.6981578354161198,0.8524079066521765
ACH-000730,SKMEL5,Skin,Melanoma,Cutaneous Melanoma,,,,0.8130992798377101,
ACH-000001,NIHOVCAR3,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,High Grade Serous,,,0.7632139582040508,0.8867734170234973
ACH-000822,SKMEL24,Skin,Melanoma,Melanoma,,,,0.8597214652816603,0.918816011268196
ACH-000640,SKMEL31,Skin,Melanoma,Cutaneous Melanoma,,,,,0.9510790251486372
ACH-000713,CAOV3,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,High Grade Serous,,,0.8511153906048953,
ACH-000103,CAOV4,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,High Grade Serous,,,0.7495672409778491,0.7627701680537091
ACH-000811,SKOV3,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,Endometrioid,,,0.5167629030470937,0.981198579070353
