id,PIM010,PIM014,PIM024,PIM051,PIM025,PIM038,PIM040,PIM046,PIM053,PIM056,PIM068,PIM077,PIM091,PIM137,PIM172,PIM163,PIM164,PIM190,PIM231,PIM269,PIM242,PIM254,PIM311,PIM262,PIM284,PIM321,PIM300,PIM328,PIM387,PIM402,PIM407,PIM388,PIM393,PIM404
WP_OXIDATION_BY_CYTOCHROME_P450,-4.9757,-4.0523,-4.5091,-4.4496,-4.2758,-5.0427,-2.8659,-4.043,-3.6681,-4.6963,-3.9447,-5.1288,-1.9812,-3.6757,-3.7578,-5.0138,-4.6229,-4.9506,-5.2173,-4.3863,-4.8204,-4.6038,-2.1021,-5.4111,-4.749,-4.7975,-5.1855,-5.2431,-5.285,-5.7881,-5.572,-4.395,-4.1379,-4.3607
WP_APOPTOSIS,-0.5275,1.5174,0.8613,0.723,1.1059,1.5027,0.7133,1.9146,0.8195,2.9142,-0.7773,1.5795,1.9826,1.51,1.6538,-0.1581,-2.323,-0.006,1.5842,1.7907,1.6282,2.1042,2.6515,0.6539,-0.4815,-0.8246,1.0246,1.0955,-2.138,-1.4046,-2.3548,1.0704,2.1175,0.9998
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION,2.8193,3.2117,3.159,2.8539,3.0446,3.807,3.6197,2.9571,3.3245,2.6951,3.5647,3.0883,2.6183,3.2193,3.6828,2.837,4.8275,2.6302,2.9828,3.3004,2.8777,2.5438,2.3891,2.5741,3.0795,3.1896,2.9524,4.3008,2.976,2.5758,2.8153,3.4659,3.2406,3.5904
WP_IL6_SIGNALING_PATHWAY,5.4274,3.6869,2.5673,2.1727,5.5707,3.7495,1.8507,4.0925,4.3956,4.276,2.9668,3.9431,5.1439,3.1414,2.746,2.6612,3.5481,3.4096,5.283,3.7569,4.1014,4.7283,6.1326,3.3037,3.2033,3.3616,4.4227,4.0491,1.7303,2.4815,2.0567,4.9389,5.471,4.1181
WP_NUCLEAR_RECEPTORS,-2.2734,-1.9077,-2.6787,-1.829,-1.9555,-1.5237,-1.0718,-2.8168,-2.3771,-2.7349,-2.8131,-2.7133,-1.0904,-1.8907,-2.2888,-2.823,-3.5299,-2.6028,-1.6228,-2.7738,-1.5863,-2.0786,-2.0832,-2.9576,-3.0156,-1.5389,-2.8431,-2.3428,-2.3717,-2.7884,-2.2706,-2.5584,-2.3177,-3.1235
WP_TYPE_II_DIABETES_MELLITUS,-1.6305,-0.5841,-0.6675,-0.5109,-1.4159,-1.0479,-0.7279,-1.9418,-0.6448,-0.7018,-1.4272,-1.0088,-0.9298,-1.6662,-0.8813,-1.5528,0.09,-1.6743,-0.2874,-1.1141,-0.8382,-1.142,-1.7179,-1.3807,-1.421,-1.5444,-1.8561,-2.0033,-1.6271,-1.5985,-1.6668,-1.0749,-1.095,-1.7885
WP_P38_MAPK_SIGNALING_PATHWAY,5.9153,5.8912,6.5854,5.1282,5.6352,6.377,5.0441,5.5987,6.329,5.973,5.3941,6.0139,5.9747,5.8755,5.741,6.1831,4.6699,6.4497,6.4203,6.3662,6.4534,6.669,6.2174,5.6665,5.5071,4.5009,5.9889,6.0913,5.5431,5.8367,5.6896,6.1393,6.5532,5.5303
WP_IRON_METABOLISM_IN_PLACENTA,1.7564,1.8727,1.7528,1.355,2.0628,1.314,1.5976,1.4647,0.8873,0.6699,1.3693,1.8654,2.4237,2.3291,2.0615,1.8009,0.9225,2.1533,1.4129,1.4257,2.078,1.2533,2.5312,0.3784,0.5945,1.3429,1.7671,1.9387,1.1145,1.1934,2.4143,1.0994,1.5908,0.8172
WP_ARYL_HYDROCARBON_RECEPTOR_NETPATH,3.5805,5.0492,3.8626,4.2255,5.3249,5.3503,4.6189,3.6242,3.2115,4.6983,4.9211,6.1579,4.9738,4.8327,4.5958,4.0798,3.0514,3.4956,4.4273,5.1387,4.9917,4.0366,4.116,4.0638,4.6768,3.6938,5.6006,4.1019,3.0212,3.7556,4.163,4.9858,5.1635,4.1503
WP_TNF_ALPHA_SIGNALING_PATHWAY,3.2721,5.1364,4.0424,3.9721,6.552,6.1861,4.0046,4.9364,4.6437,7.1109,3.3658,5.2298,5.7304,4.0484,5.1215,3.893,3.1821,4.4724,4.9516,5.8656,5.0435,7.1354,6.7534,5.2854,4.7003,4.7746,5.3924,3.9246,2.093,2.8975,2.5326,4.9578,5.7187,4.8441
WP_NUCLEOTIDE_METABOLISM,5.9465,6.3687,6.6414,6.1732,5.8727,5.3329,5.8824,6.4931,5.4782,5.6695,6.8695,6.0308,5.3409,6.4165,6.3541,6.2826,5.789,6.1531,5.358,6.0123,6.3611,6.3001,5.8669,6.1543,5.8825,6.3542,5.6558,5.8892,5.3748,5.5436,5.6984,6.3213,6.1455,5.9058
WP_APOPTOSIS_MODULATION_AND_SIGNALING,0.202,2.6928,1.7116,1.6359,1.5587,1.626,1.302,2.518,1.8625,3.494,-0.6763,2.0516,2.9758,1.9843,2.5643,0.7087,-0.1899,0.4191,2.8018,3.1232,2.8665,3.545,3.7237,0.7598,-0.2025,-0.3813,1.6228,1.0968,-0.3507,0.3939,-1.2129,2.6328,2.8121,2.1288
WP_DIFFERENTIATION_OF_WHITE_AND_BROWN_ADIPOCYTE,-1.2259,-4.0373,-4.0616,-3.738,-1.7227,-1.8935,-3.9893,-2.6862,-3.9992,-2.8062,-1.5337,-2.9058,-2.1793,-2.5694,-3.6511,-3.9049,-2.4496,-2.5835,-3.4749,-3.6843,-3.9647,-3.123,-3.2093,-2.74,-2.0932,-4.1807,-2.9956,-3.5546,-2.5024,-2.3891,-3.0614,-3.5308,-3.3893,-3.4488
WP_DRUG_INDUCTION_OF_BILE_ACID_PATHWAY,-4.9771,-4.7881,-4.5311,-4.3489,-5.1406,-4.6721,-3.8933,-5.147,-3.9603,-3.6098,-4.5354,-4.2574,-4.7058,-4.4052,-4.7028,-4.7925,-4.3687,-4.4851,-5.1268,-4.942,-4.395,-4.7488,-4.3899,-4.3333,-4.5485,-4.3317,-5.1541,-5.2341,-4.6284,-4.547,-4.1412,-4.9615,-4.8717,-5.0821
WP_RANKLRANK_RECEPTOR_ACTIVATOR_OF_NFKB_LIGAND_SIGNALING_PATHWAY,1.9763,3.1537,2.908,2.2857,4.1071,4.1947,1.2387,2.6859,2.2269,4.1724,0.8125,3.1384,4.2154,2.5127,2.3256,2.2339,0.4363,2.2927,3.6744,2.6962,2.9502,3.9539,4.5795,3.1824,2.3833,1.6045,3.4391,1.924,0.8509,1.3671,0.7967,3.4677,4.0959,2.7512
WP_DNA_MISMATCH_REPAIR,4.445,6.02,6.01,5.8962,4.7545,5.4808,5.7926,5.5573,5.162,5.6559,5.3181,5.5174,5.0104,5.3794,6.2098,5.7173,6.3859,4.9254,4.2666,4.9495,4.3771,5.3852,5.2243,5.633,5.5471,5.3954,5.7219,6.0687,5.7865,5.9099,5.5886,5.7726,5.2055,5.4146
WP_WNT_SIGNALING,1.001,-1.7468,-1.3393,-1.3547,-0.1526,-0.7812,-1.5016,-0.7122,-2.9874,-0.2392,-0.3755,-0.8942,-2.2746,0.9155,0.4635,-1.4334,-2.1521,-1.2915,0.6307,0.417,0.31,-0.753,-0.1635,0.0563,-1.4902,-0.3202,0.5006,-0.8494,-0.2703,-0.6815,-0.3893,-0.1486,-0.3536,-0.5849
WP_MICRORNA_FOR_TARGETING_CANCER_GROWTH_AND_VASCULARIZATION_IN_GLIOBLASTOMA,1.1212,0.7143,-0.0257,0.3489,0.9288,0.8141,1.2391,1.32,1.734,0.8958,1.0465,0.9881,1.8138,2.6721,1.6892,0.7654,0.4398,0.8305,0.1615,1.0537,1.1878,0.4882,1.0834,1.0163,0.8687,0.4076,1.3011,0.8279,-0.0486,1.0575,-0.0693,0.4075,0.4952,0.0961
WP_ESTROGEN_SIGNALING_PATHWAY,2.9535,4.5236,3.7073,3.8564,3.548,3.8992,2.575,2.8027,3.1693,4.5107,3.7108,4.5345,3.6459,4.3748,3.535,4.5544,3.7506,3.1509,4.3191,3.3075,3.686,3.5331,4.3307,3.2774,3.7524,3.6243,3.1576,2.5962,2.6077,2.9832,2.8995,3.992,3.5268,2.8828
WP_FAS_LIGAND_FASL_PATHWAY_AND_STRESS_INDUCTION_OF_HEAT_SHOCK_PROTEINS_HSP_REGULATION,4.4317,6.3353,6.7301,5.4923,5.0377,5.4189,4.9425,4.4965,4.5862,5.724,5.7863,5.3133,4.6229,5.6316,6.6011,4.1374,3.4855,4.9044,5.0916,6.2468,5.2848,5.3204,5.2492,5.9161,4.6453,6.021,6.0838,4.385,5.0098,4.9788,4.8196,5.2134,5.483,4.9119
WP_HYPERTROPHY_MODEL,1.0663,0.9401,-0.0319,0.4407,0.1129,0.202,1.7904,1.8168,0.7869,1.363,0.38,1.2472,0.5219,1.7083,1.6489,0.3169,-0.4648,1.3514,1.1125,1.2675,1.0808,0.2617,1.408,0.3488,0.3764,0.3587,0.9993,-0.0498,0.1081,0.9872,1.1031,1.3998,1.0254,0.7668
WP_HEDGEHOG_SIGNALING_PATHWAY_NETPATH,0.6445,-1.7732,-2.0713,-2.0711,-1.3113,-1.084,-2.4885,-1.4666,-2.2912,-2.6666,-1.3006,-0.6011,-1.8452,-1.34,-1.4621,-1.0779,-1.7821,-2.767,-1.5737,-1.7088,-1.1938,-2.009,-1.8134,-1.978,-1.6583,-1.3779,-0.6883,-0.0772,-0.1491,-0.2513,-1.1446,-2.2005,-2.1833,-1.718
WP_CANNABINOID_RECEPTOR_SIGNALING,-1.6788,-1.547,-1.1952,-1.5591,0.1372,0.2339,-0.1694,-0.6556,-0.8173,-0.2738,-1.4409,-0.72,-0.1449,-1.4407,-0.5737,-0.3571,1.0096,-0.5046,-0.9273,-1.4336,-1.3529,-0.7721,-0.4217,-1.5557,-1.5,-1.143,-0.6324,-0.3805,-1.7576,-1.7715,-2.0308,-0.5029,-0.7916,-0.3598
WP_RETINOBLASTOMA_GENE_IN_CANCER,11.9189,12.4648,12.0428,12.7932,10.6101,10.3888,9.6419,10.249,10.5404,10.0987,11.2792,12.2878,8.9377,11.3855,12.7752,11.0127,11.839,11.0127,7.9661,11.5969,9.7609,11.3734,9.5847,12.4856,12.5745,12.3122,11.5201,9.9885,11.3686,11.2366,10.3963,11.114,10.5138,11.4294
WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS,3.426,2.0207,2.7309,1.1715,2.124,2.2268,3.6315,2.6174,3.0193,2.6188,3.1499,1.73,3.9767,2.3053,2.2686,2.1965,1.3488,1.8412,1.3093,1.3859,2.0445,2.2555,2.3662,3.3744,3.283,3.2536,1.4351,1.4634,1.4911,3.0016,2.1455,2.8543,3.4147,3.0593
WP_ACE_INHIBITOR_PATHWAY,-2.9481,-3.3539,-3.703,-3.8618,-3.382,-3.2779,-3.7449,-3.4786,-0.8626,-3.7228,-3.733,-2.6687,-1.9972,-3.5945,-3.8552,-4.1874,-3.494,-3.0123,-2.156,-3.1642,-2.98,-3.4501,-2.9936,-3.5089,-3.0453,-3.7083,-3.1031,-3.2505,-4.1419,-4.2593,-4.6716,-2.1333,-1.8066,-2.1761
WP_CARDIAC_PROGENITOR_DIFFERENTIATION,-2.9316,-6.0032,-6.5,-6.3651,-4.5156,-4.1997,-6.0625,-6.4448,-6.1085,-3.1179,-5.1563,-4.817,-6.8694,-5.1809,-4.5176,-6.6029,-5.4145,-4.1698,-5.5466,-4.4443,-4.1319,-4.3713,-5.9015,-5.473,-5.415,-6.2762,-4.8683,-3.4732,-5.2384,-4.8303,-4.4886,-4.96,-5.0316,-5.0511
WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA,9.3216,7.8162,8.3709,8.1328,7.8595,8.0258,5.9524,6.3376,8.0359,7.7226,8.9081,9.2957,7.4442,7.9428,7.8379,8.1669,8.5018,6.3331,6.9735,8.6872,8.7556,8.2038,8.0286,9.4071,9.2211,8.8831,7.6998,7.8169,7.4735,7.3481,7.4576,8.4616,7.5028,7.4115
WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING_PATHWAYS,3.0575,2.4241,2.1451,2.125,1.8742,2.2785,2.2459,1.7308,1.5723,3.1649,3.3395,3.699,3.7799,1.9707,2.0805,0.501,3.1243,0.9062,2.4678,3.1835,2.6196,3.0263,3.5883,1.3922,1.1091,1.3593,2.1041,1.9876,2.6658,2.8741,3.2613,1.334,1.2766,0.8402
WP_HUMAN_THYROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY,7.4587,6.6401,6.51,6.4178,7.2331,6.6375,6.081,5.5592,6.6014,7.1328,6.3018,7.8735,7.4654,6.1129,6.1889,6.4983,6.7791,6.1954,7.1503,6.3537,6.5245,5.8987,6.0312,5.9654,6.6775,5.7188,6.6748,6.0426,6.3348,7.063,7.0933,7.3243,6.262,6.067
WP_CARDIAC_HYPERTROPHIC_RESPONSE,2.4993,2.5705,2.2007,1.9769,3.4766,3.5813,1.8411,2.4846,1.9329,3.6451,1.7502,2.3596,3.4603,3.439,3.4815,1.3299,2.4563,1.6289,3.4084,4.691,4.1448,3.0069,2.7224,2.7589,2.2942,2.9067,3.3482,3.4469,1.3336,1.7275,1.2231,2.4256,2.4907,2.2366
WP_CANONICAL_AND_NONCANONICAL_TGFB_SIGNALING,2.6639,-0.6736,-1.1238,-1.6817,2.3044,2.378,-2.9225,-1.0108,-0.7521,1.8228,0.0763,-0.1705,-1.2115,1.0069,1.0227,0.0933,-0.5403,0.3195,2.2809,0.3896,-0.6288,1.3371,1.0147,0.8328,-0.6081,-0.9659,2.2916,-0.1661,-0.5386,-0.3344,-1.0512,-0.2166,0.6165,-0.0471
WP_EPO_RECEPTOR_SIGNALING,3.0136,2.7751,2.1188,2.2559,2.0638,2.4383,2.0194,2.0426,2.213,3.5511,2.3579,2.5985,3.4574,1.3765,1.3444,1.148,3.0097,2.4781,2.25,2.6711,3.0314,3.6312,2.9938,2.4218,2.5869,2.3985,2.0213,2.1068,1.749,2.0036,1.9494,2.8586,3.225,2.2838
WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER,7.6843,6.8205,6.0924,6.112,8.1461,8.3455,6.6553,7.3921,5.9663,8.3704,6.7478,7.6266,6.8173,7.7306,7.8075,6.885,4.2125,7.1805,7.6591,7.7051,7.1273,8.0179,8.0177,7.6017,7.5041,7.1012,7.5802,6.7702,4.3791,6.4453,5.0965,7.8181,8.3572,7.8117
WP_DDX1_AS_A_REGULATORY_COMPONENT_OF_THE_DROSHA_MICROPROCESSOR,3.075,2.7424,3.1332,2.8966,3.5949,3.4666,3.8464,2.8169,3.0055,3.2655,3.7868,3.4535,3.6341,3.2871,3.1135,2.8703,3.3598,3.671,2.9713,3.0955,2.7301,3.1879,3.5297,3.9137,3.452,3.216,3.2082,2.5928,2.9586,2.4134,3.0421,3.1608,3.1198,2.9471
WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY,10.1878,9.0481,8.298,8.3032,9.7264,9.3071,8.2425,9.3959,9.4143,9.2221,9.6385,10.4147,8.8433,9.8773,10.2138,9.7857,10.5196,9.9838,9.0979,9.1878,8.8726,9.4522,8.8422,8.9249,8.079,8.2423,8.9426,8.5271,9.1875,10.3171,8.7691,11.366,9.9765,10.3434
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,5.4295,2.8511,2.8496,1.5619,5.3552,5.6529,2.7768,2.9843,3.0346,3.6507,4.4768,4.4901,2.9436,4.2459,3.6465,1.8598,5.5295,2.4374,6.0423,3.9073,3.9938,3.5881,3.8191,3.0488,3.0447,3.3302,3.7214,3.4118,3.1686,3.2475,3.9193,3.0821,3.964,3.2345
WP_TRIACYLGLYCERIDE_SYNTHESIS,-1.6937,0.0502,0.6456,-0.1934,-0.6469,-0.7122,-0.043,-0.3391,-0.4614,-1.7822,-0.8446,-1.3595,-0.8247,0.0972,0.6562,-0.631,-0.9397,-0.342,-0.1869,1.0807,1.7213,-0.9162,-1.2266,-2.4828,-2.2413,-1.5358,0.0124,0.3998,-0.974,-1.2924,0.0549,-1.608,-0.4943,-0.6491
WP_EBOLA_VIRUS_PATHWAY_ON_HOST,7.3774,6.2114,5.3686,5.0894,9.739,10.0735,6.7043,7.4225,6.439,9.3854,6.0144,6.8858,8.766,6.5525,7.6759,5.6665,4.428,7.5817,9.1198,7.712,6.6496,9.249,8.5833,6.0168,5.2893,6.8882,8.6249,8.1714,3.372,5.9934,2.2441,8.3851,9.2224,7.8461
WP_OSTEOCLAST_SIGNALING,-3.5119,-1.9887,-1.7017,-1.3231,-1.7337,-2.051,-0.7443,-1.1892,-1.4628,-1.0539,-2.2407,-1.8296,-0.7577,-2.8592,-2.0131,-2.5897,-1.653,-1.534,-1.3678,-1.6614,-1.8724,-1.6241,-2.486,-1.4666,-1.4174,-2.4826,-2.7187,-2.4878,-1.4467,-1.7937,-2.3128,-2.1632,-1.2954,-1.4721
WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY,-3.6101,-1.3385,-2.6584,-2.1922,-1.9207,-2.7148,-4.0096,-2.1801,-2.244,-0.3262,-4.2338,-2.7155,-0.5862,-3.8463,-2.848,-3.2607,-4.3745,-2.2098,-2.4818,-1.6314,-2.364,-2.21,-1.3107,-3.8223,-3.4497,-3.9135,-1.6556,-1.4329,-4.8294,-4.7145,-4.7856,-2.7985,-1.8196,-2.0428
WP_PEPTIDE_GPCRS,-8.0708,-8.3821,-8.7717,-8.899,-7.6641,-7.0989,-7.3393,-8.2813,-8.1283,-8.4216,-8.4313,-7.9751,-8.4227,-6.9611,-8.378,-8.3069,-7.0747,-8.6536,-7.3321,-6.4139,-6.3937,-8.5829,-7.685,-7.6122,-7.9734,-7.3087,-8.4969,-7.2112,-7.5021,-7.3151,-6.6181,-8.4366,-7.8813,-8.1662
WP_COMPOSITION_OF_LIPID_PARTICLES,1.5336,-1.4611,-1.4933,-2.1458,0.4737,1.0028,-1.6005,-0.5647,-2.4319,-0.2511,0.7857,-1.5205,-2.0052,0.3724,-1.3547,0.2847,-0.9101,0.0373,-2.035,0.2766,0.4628,-0.2932,-0.2723,-1.4981,-1.0333,0.5854,0.5226,0.2045,-1.0224,-0.4865,0.5053,-0.8309,-0.6599,-0.4841
WP_NUCLEOTIDEBINDING_OLIGOMERIZATION_DOMAIN_NOD_PATHWAY,0.4411,1.8534,0.7694,1.0695,1.6657,2.1308,0.4617,2.1049,1.7472,2.3543,0.5153,1.3908,4.0506,2.4952,2.3451,1.3271,-1.1579,1.8708,1.2172,3.2654,3.2673,1.8469,1.5333,1.1936,1.4691,1.3896,0.7406,0.2137,-0.596,-0.7371,-0.9626,1.8415,2.1011,1.8279
WP_WNT_SIGNALING_IN_KIDNEY_DISEASE,-1.0379,-2.9317,-1.9955,-2.4553,-1.6786,-1.6597,-2.0001,-0.9406,-3.912,-1.4406,-1.6141,-2.0994,-3.0129,-0.985,-1.0578,-2.5798,-3.3859,-2.1407,-1.0798,-0.6937,-0.567,-2.093,-0.7069,-1.7947,-2.7078,-1.8707,-0.9238,-1.5282,-2.8887,-2.709,-2.4776,-0.6591,-0.8728,-0.3631
WP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY,10.9356,9.8833,9.3495,10.3214,10.177,9.852,9.5361,9.368,10.2102,10.0178,11.3256,10.987,10.6118,10.2237,9.3869,9.2729,9.4282,9.1062,10.941,9.5222,9.2512,9.5577,10.3922,12.2084,11.2266,10.3695,10.4178,9.7867,9.2518,9.6546,9.4058,9.5674,9.4773,9.1309
WP_LTF_DANGER_SIGNAL_RESPONSE_PATHWAY,-2.7665,-0.555,-1.3478,-1.6622,1.1598,-0.0969,-0.794,-1.3942,-0.8885,1.9827,-1.6783,-0.5849,-0.1601,0.1609,0.5921,-1.4903,-3.318,-1.3086,-1.3292,-0.29,-0.1927,0.1632,0.2194,-1.8496,-2.312,-2.3857,-0.8404,-2.0117,-3.0046,-2.9766,-2.7357,-0.3501,0.4871,-1.4432
WP_MEVALONATE_PATHWAY,3.9832,3.7671,3.1795,3.2246,3.1034,3.0593,2.3661,3.5156,3.7146,3.5072,3.2648,2.7952,3.2276,2.8763,3.2811,3.5478,2.0526,3.5764,1.9573,3.1453,2.9366,2.6851,1.7564,3.4679,3.8821,4.2943,2.5787,2.8483,2.6632,2.7606,2.7854,3.9074,3.5973,4.3302
WP_SPLICING_FACTOR_NOVA_REGULATED_SYNAPTIC_PROTEINS,3.322,1.6769,0.9181,0.4004,3.6866,3.429,0.9838,1.1469,0.7052,3.0376,2.3122,2.6924,2.5566,1.9074,1.7186,0.4029,4.3032,2.0634,4.1058,1.852,1.9929,1.5159,2.7214,1.6242,1.3114,1.4321,2.8472,3.3898,1.4888,1.6101,1.3069,1.9515,2.2493,1.8175
WP_NAD_BIOSYNTHETIC_PATHWAYS,-0.1097,0.5532,1.0289,0.3704,0.4631,1.0519,1.6801,0.8474,1.2333,0.7314,-0.0198,0.7015,1.3582,0.6256,1.1558,0.0895,-0.1784,0.0457,1.9271,0.568,1.0859,1.204,0.6364,1.165,1.838,1.463,0.899,0.7728,1.1709,1.8881,1.4104,0.3917,0.5305,0.4842
WP_BIOGENIC_AMINE_SYNTHESIS,-4.6621,-5.8229,-5.4004,-5.6157,-4.4366,-4.1079,-4.1124,-4.9487,-4.0524,-4.7732,-5.1709,-4.5715,-4.278,-4.6709,-4.9266,-5.1653,-3.795,-5.4365,-5.1341,-4.9803,-5.0015,-5.3205,-4.784,-4.2503,-4.4146,-4.417,-4.8209,-4.6203,-4.6139,-5.1917,-4.5699,-4.6596,-4.617,-4.8811
WP_HEDGEHOG_SIGNALING_PATHWAY,0.92,-1.3154,-1.0489,-1.4774,-0.4576,-1.0487,-3.1585,-2.1088,-3.0718,-1.7179,0.3949,-1.4246,-2.1555,-1.3942,-1.9407,-1.6606,-1.5789,-1.5197,-1.2763,-1.4026,-0.9684,-2.0683,-2.0688,-0.6841,-1.2752,-1.5292,-0.883,-1.3985,-0.4588,-0.1848,-0.0981,-1.8261,-1.8306,-1.7993
WP_PHOTODYNAMIC_THERAPYINDUCED_HIF1_SURVIVAL_SIGNALING,5.6804,2.9725,2.6124,2.4419,5.1409,5.5416,2.7915,4.1634,2.5491,5.0921,3.3284,5.0329,4.1548,4.4026,4.7657,4.2963,2.6572,3.9673,5.2064,3.8209,4.1334,4.8834,4.1954,3.0903,3.4944,2.431,6.3631,3.5612,2.4674,4.6813,3.9236,4.0136,4.5613,3.4972
WP_MACROPHAGE_MARKERS,-3.455,-3.6262,-3.6526,-3.4624,-1.8217,-1.2433,-1.3691,-2.6737,-3.2799,0.1916,-4.216,-3.0079,-0.5193,-2.1768,-1.9656,-3.5138,-3.745,-2.7289,-1.5936,-1.6338,-1.0345,-1.8361,-1.2156,-1.2185,-1.7706,-2.0611,-3.4377,-2.9016,-3.8373,-3.9971,-4.3402,-1.3636,-1.8897,-2.784
WP_PHOTODYNAMIC_THERAPYINDUCED_NFE2L2_NRF2_SURVIVAL_SIGNALING,0.163,-0.5332,-0.229,0.5728,0.2128,0.1466,0.7086,0.8446,1.1513,1.9931,-0.827,0.9642,0.8499,0.4256,-0.064,0.4275,-1.1285,1.4637,-0.213,-0.5904,-0.2338,0.4286,-0.2258,-0.6736,-0.078,0.2805,0.0832,-0.7302,0.1169,0.7023,-2.00E-04,0.5834,0.6372,-0.1312
WP_TRANSSULFURATION_AND_ONE_CARBON_METABOLISM,2.8355,5.2378,6.1248,5.6666,4.4479,4.4324,6.0242,5.2156,4.7882,4.9155,4.7163,5.4643,3.4371,4.0551,4.212,4.6257,5.2176,5.2441,4.6038,4.1069,3.9901,5.3757,4.7063,5.3903,4.7683,5.311,5.2248,4.7837,6.0008,6.5066,6.6373,4.4312,4.4318,5.0874
WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE,-4.919,-4.1242,-4.9193,-5.0386,-2.4016,-4.8651,-5.3597,-4.7356,-5.1379,0.1033,-5.004,-5.0369,-2.8827,-4.1498,-4.6386,-5.5217,-5.1341,-4.7038,-2.9654,-4.9022,-4.9671,-2.9576,-3.5253,-5.5244,-5.4933,-4.6552,-3.3556,-4.2113,-5.6815,-4.9048,-5.6174,-4.5173,-3.8876,-4.7831
WP_HOMOLOGOUS_RECOMBINATION,1.6804,2.4011,2.9657,3.1397,2.413,3.0457,3.8638,2.5165,3.1398,3.3626,3.2636,3.0238,2.4644,2.7732,3.104,1.9614,2.1413,3.2144,1.3386,2.2057,2.6378,2.6821,3.1583,3.4423,3.0129,3.1264,2.5662,2.4689,2.0012,1.7891,1.9789,2.8143,2.2783,2.693
WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE,2.8166,0.3564,-0.3774,-1.0436,1.4262,2.2708,-2.0843,1.4387,0.146,1.4571,-0.1809,0.6147,0.2519,1.2273,1.0467,-0.7917,0.1813,0.1488,2.8295,0.6956,0.1707,-0.2864,-0.423,1.5696,1.4584,1.1313,3.1413,1.4733,-0.3236,0.8944,1.2193,-0.1005,1.0721,-0.6519
WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS,0.9226,2.2835,2.5992,1.8092,1.1569,0.8457,2.928,1.7769,1.9965,2.835,1.0529,2.2063,2.9272,2.5956,2.9192,1.0876,2.9301,2.3753,2.5725,2.0057,2.2586,1.7412,2.7236,1.1437,0.9818,1.6725,2.2224,1.311,3.2976,3.1956,2.8292,0.9461,1.1627,1.1446
WP_ERBB_SIGNALING_PATHWAY,3.8545,3.6885,3.6295,3.5592,3.5841,3.4631,3.8292,2.9755,2.407,3.8407,4.048,4.4388,4.7935,3.7579,3.5871,1.5247,2.5805,2.6635,4.8379,4.5035,4.5639,3.7752,4.3844,3.1104,2.8395,3.516,4.2273,4.5675,0.9777,1.0379,0.9098,3.1286,3.6043,3.3373
WP_INTERLEUKIN11_SIGNALING_PATHWAY,6.5642,4.2623,4.2373,3.1204,5.0447,4.6041,3.2334,4.6163,4.416,5.6575,4.4327,5.8287,5.5652,4.3252,4.4858,3.7307,3.1362,3.3077,5.0942,4.6781,4.6801,5.1113,5.2103,4.0898,3.8835,4.211,5.3687,3.8913,3.1151,3.8644,3.1591,4.9562,5.4378,4.7054
WP_FATTY_ACID_OMEGA_OXIDATION,-2.7689,-2.3345,-2.0634,-2.2503,-2.6921,-3.2602,-0.7533,-1.7809,-2.0522,-1.0038,-2.6404,-1.8961,-0.2197,0.1734,-0.3465,-3.4449,-1.271,-2.1224,-2.3876,-1.7341,-1.8164,-2.8291,-0.8841,-2.6467,-3.1687,-2.3826,-2.955,-2.9707,-1.0899,-1.382,-2.0603,-2.3934,-2.6156,-3.0501
WP_VITAMIN_D_RECEPTOR_PATHWAY,-1.9991,-4.391,-3.9471,-4.5726,-3.7933,-4.0474,-3.7163,-2.2077,-4.5584,-1.5829,-5.6867,-3.0162,-0.7086,-1.532,-3.2547,-6.1092,-8.3421,-4.2141,-1.5281,-3.407,-2.6748,-1.5832,-1.4263,-4.6981,-4.6856,-5.4195,-2.0388,-4.3158,-7.7868,-6.9783,-6.9967,-2.9635,-1.6601,-3.9986
WP_FOCAL_ADHESIONPI3KAKTMTORSIGNALING_PATHWAY,2.9298,-3.9663,-4.2034,-4.0274,1.2562,1.5764,-2.4543,-1.3069,-3.551,1.7877,-1.267,-0.8108,-2.6871,-0.7067,-1.0953,-3.4246,-4.7983,-2.4242,1.8445,-0.5375,-0.7226,-0.7086,-1.5493,-0.9379,-1.3769,-0.1686,1.8194,0.0155,-2.2228,-1.5766,-1.7597,-1.6285,-1.0445,-3.2345
